poslanci,Sommo,Sommi,-,-,Sommo,,-,-,F0000341.000122.1.31
bivittatum,Somei,Slmei,-,-,Somei,Slmei,-,-,F0000357.000194.1.1
tri,Kbgmmt,Kbgzmt,-,-,,Kbgzmt,-,-,F0000373.003899.4.2
okoli,Rsn,Dr,-,-,,Dr,-,-,F0000391.000454.2.6
enajstih,Kbg-mm,Kbg-mr,-,-,,Kbg-mr,-,-,F0000391.000454.2.7
let,Somei,Sosmr,let,leto,Somei,Sosmr,let,leto,F0000399.000062.3.22
štirideset,Kbg-mi,Kbg-mt,-,-,Kbg-mi,,-,-,F0000399.000323.10.7
valovite,Ppnzer,Ppnzmi,-,-,,Ppnzmi,-,-,F0000403.000306.2.2
peščene,Ppnzer,Ppnzmi,-,-,,Ppnzmi,-,-,F0000403.000306.2.3
raznolikimi,Ppnzmo,Ppnsmo,-,-,,Ppnsmo,-,-,F0000403.000306.2.35
nomadskimi,Ppnzmo,Ppnsmo,-,-,,Ppnsmo,-,-,F0000403.000306.2.36
pustinje,Sozer,Sozmi,-,-,,Sozmi,-,-,F0000403.000306.2.4
dve,Kbgzdt,Kbgzdi,-,-,,Kbgzdi,-,-,F0000403.000306.2.48
arteriji,Sozdt,Sozem,-,-,Sozdt,Sozem,-,-,F0000403.000306.2.51
reki,Sozem,Sommi,reka,rek,Sozem,Sommi,reka,,F0000403.000306.2.55
bile,Ggnd-mz,Gp-d-mz,-,-,,Gp-d-mz,-,-,F0000403.000306.2.9
Ježica,Slzei,Sozei,Ježica,ježica,Slzei,,Ježica,,F0000404.000672.1.6
Katero,Zv-sei,Zv-zet,-,-,,Zv-zet,-,-,F0000407.002166.3.12
kratnika,Somer,Somei,kratnik,kratnika,Somer,,kratnik,,F0000409.000924.1.3
nevarnosti,Sozer,Sozem,-,-,,Sozem,-,-,F0000423.000354.7.17
Knežaku,Somem,Slmem,knežak,Knežak,,Slmem,,Knežak,F0000427.000118.2.57
živi,Ppnmmi,Ggnste,živ,živeti,Ppnmmi,,živ,,F0000427.001031.5.30
prek,Slmei,Dr,-,-,,Dr,,-,F0000427.004919.4.11
prostor,Somei,Sometn,-,-,,Sometn,-,-,F0000427.004919.4.18
one,Slmei,Zk-mmt,one,oni,Slmei,Zk-mmt,one,oni,F0000427.004919.4.23
sveta,Somer,Ppnzei,-,-,,Ppnzei,-,-,F0000427.004919.4.24
ali,Vp,Rsn,-,-,Vp,,-,-,F0000427.004919.4.33
ni,Somei,Gp-ste-d,ni,biti,,Gp-ste-d,,biti,F0000427.004919.4.36
kakšnem,Zv-mem,Zv-sem,-,-,,Zv-sem,-,-,F0000427.004919.4.5
Novak,Slmei,Slzei,-,-,,Slzei,-,-,F0000434.000048.1.2
okoli,Dr,Rsn,-,-,,Rsn,-,-,F0000447.003500.1.9
Venier,Slmei,Slzei,-,-,,Slzei,-,-,F0000456.001238.1.3
Nedelja,Sozei,Slzei,nedelja,Nedelja,Sozei,,,Nedelja,F0000456.001238.1.5
razumljivo,Rsn,Ppnsei,razumljivo,razumljiv,,Ppnsei,,razumljiv,F0000466.000309.5.3
težje,Rsr,Pppsei,težko,težek,Rsr,,težko,,F0000466.000309.5.7
izvedljivo,Rsn,Ppnsei,izvedljivo,izvedljiv,,Ppnsei,,izvedljiv,F0000466.000309.5.8
dvorišče,Soset,Sosei,-,-,,Sosei,-,-,F0000521.005081.1.5
M,-,-,M,m,-,-,M,,F0000537.000354.1.4
spleta,Ggnste,Somer,spletati,splet,Ggnste,,spletati,,F0000546.000956.2.15
zgodbe,Sozmt,Sozer,-,-,Sozmt,,-,-,F0000546.000956.2.16
svojim,Zp-meo,Zp-seo,-,-,,Zp-seo,-,-,F0000546.000956.2.2
Grofu,Somem,Somed,-,-,,Somed,-,-,F0000551.000345.2.4
zlata,Soser,Ppnzei,zlato,zlat,Soser,,zlato,,F0000553.000308.4.9
lastnosti,Sozer,Sozmt,-,-,,Sozmt,-,-,F0000571.001896.2.14
to,Zk-sei,Zk-zet,-,-,,Zk-zet,-,-,F0000571.001896.2.7
prilagodite,Ggdsdm,Ggdvdm,-,-,Ggdsdm,,-,-,F0000571.001896.2.9
O.,-,-,O.,o.,-,-,O.,,F0000574.000884.2.1
O.,-,-,O.,o.,-,-,O.,,F0000574.000884.2.2
dopust,Somei,Sometn,-,-,,Sometn,-,-,F0000577.000872.1.10
prijeten,Ppnmein,Ppnmetn,-,-,,Ppnmetn,-,-,F0000577.000872.1.9
Ovito,Pdnzet,Pdnsei,-,-,,Pdnsei,-,-,F0000585.000669.1.1
mehko,Rsn,Ppnsei,mehko,mehek,,Ppnsei,,mehek,F0000585.000669.1.3
jadro,Soset,Sosei,-,-,,Sosei,-,-,F0000585.000669.1.5
Podgorci,Sommi,Slmmi,podgorec,Podgorec,,Slmmi,,Podgorec,F0000598.000783.1.1
zgled,Somei,Sometn,-,-,Somei,,-,-,F0000598.000783.1.2
odvisnosti,Sozer,Sozmt,-,-,Sozer,,-,-,F0000609.000207.1.15
sosede,Sozmt,Sommt,soseda,sosed,,Sommt,,sosed,F0000624.000722.3.19
ponovitev,Sozei,Sozet,-,-,Sozei,,-,-,F0000633.001305.1.11
TV,-,-,TV,tv,-,-,TV,,F0000633.001305.1.8
General,Slmei,Somei,General,general,Slmei,,General,,F0000642.000150.1.1
Chevroletovo,-,-,Chevroletov,chevroletov,-,-,Chevroletov,,F0000642.000150.1.10
karavana,Sozei,Somer,karavana,karavan,,Somer,,karavan,F0000642.000150.1.14
tovornjačka,Somer,Sozei,tovornjaček,tovornjačka,Somer,,tovornjaček,,F0000642.000150.1.16
Cadillacovo,-,-,Cadillacov,cadillacov,-,-,Cadillacov,,F0000642.000150.1.4
TRAVEL,N,Slmei,travel,TRAVEL,N,Slmei,travel,,F0000642.001341.1.1
samostojno,Ppnset,Ppnzet,-,-,,Ppnzet,-,-,F0000644.000139.8.12
svobodno,Ppnset,Ppnzet,-,-,,Ppnzet,-,-,F0000644.000139.8.14
osvoboditve,Sozer,Sozmi,-,-,Sozer,,-,-,F0000644.000139.8.20
odkrit,Ppnmetn,Ppnmein,-,-,Ppnmetn,,-,-,F0000644.000139.8.35
prijateljski,Ppnmeid,Ppnmetd,-,-,,Ppnmetd,-,-,F0000644.000139.8.39
pogovor,Somei,Sometn,-,-,,Sometn,-,-,F0000644.000139.8.40
strukture,Sozer,Sozmt,-,-,,Sozmt,-,-,F0000644.000139.8.61
mešanih,Pdnzmr,Pdnmmr,-,-,,Pdnmmr,-,-,F0000644.001722.5.30
neintegracija,Somer,Soser,neintegracij,neintegracije,Somer,Soser,neintegracij,neintegracije,F0000644.001722.5.35
sovražnost,Sozei,Sozet,-,-,Sozei,,-,-,F0000644.001722.5.40
drugačnega,Ppnser,Ppnmet,-,-,Ppnser,,-,-,F0000644.001722.5.44
druge,Sozer,Kbzmmt,druga,drug,,Kbzmmt,,drug,F0000644.001722.5.53
islamu,Somem,Somed,-,-,,Somed,-,-,F0000644.001722.5.58
njenih,Zstzmrez,Zstmmrez,-,-,,Zstmmrez,-,-,F0000644.001722.5.74
EAAP,N,Slmei,eaap,EAAP,,Slmei,,EAAP,F0000662.000766.18.12
lastniku,Somem,Somed,-,-,,Somed,-,-,F0000692.000593.6.4
Mali,Ppnmeid,Slmei,mali,Mali,,Slmei,,Mali,F0000729.001559.1.2
to,Zk-set,Zk-sei,-,-,Zk-set,,-,-,F0000730.010839.2.19
nič,Rsn,Zl-set,-,-,,Zl-set,-,-,F0000730.010839.2.23
kar,Zz-set,Zz-sei,-,-,Zz-set,,-,-,F0000730.010839.2.25
progresivnost,Sozei,Sozet,-,-,,Sozet,-,-,F0000730.018799.3.20
njeni,Zstmmiez,Zstzemez,-,-,,Zstzemez,-,-,F0000730.018799.3.5
osebne,Ppnmmt,Ppnzer,-,-,Ppnmmt,Ppnzer,-,-,F0000730.020640.3.10
osnove,Sozer,Sozmt,-,-,,Sozmt,-,-,F0000730.020640.3.19
V,Dm,Dt,-,-,,Dt,-,-,F0000730.024449.1.1
letošnji,Ppnmeid,Ppnmetd,-,-,,Ppnmetd,-,-,F0000730.024449.1.2
vseevropski,Ppnmeid,Ppnmetd,-,-,,Ppnmetd,-,-,F0000730.024449.1.3
izbor,Somei,Sometn,-,-,,Sometn,-,-,F0000730.024449.1.4
sicer,Vp,L,-,-,,L,-,-,F0000730.027233.1.18
naj,Vd,L,-,-,,L,-,-,F0000730.039698.1.4
kot,Vd,Sometn,-,-,Vd,,-,-,F0000730.044804.3.10
svet,Somei,Sometn,-,-,Somei,,-,-,F0000730.044804.3.19
sredstva,Soser,Sosmt,-,-,,Sosmt,-,-,F0000730.044804.3.24
na,Dm,Dt,-,-,Dm,,-,-,F0000730.044804.3.8
na,Dt,Dm,-,-,Dt,,-,-,F0000730.045102.7.12
didžejevska,Ppnsmt,Sozei,didžejevski,didžejevska,Ppnsmt,,didžejevski,,F0000730.045102.7.15
imena,Sosmt,Soser,-,-,Sosmt,,-,-,F0000730.045102.7.16
približno,Rsn,Ppnzet,približno,približen,Rsn,,približno,,F0000735.001018.2.17
četrt,Rsn,Sozet,-,-,Rsn,,-,-,F0000735.001018.2.18
v,Dm,Dt,-,-,Dm,,-,-,F0000735.001018.2.3
domače,Ppnzer,Ppnzmi,-,-,Ppnzer,Ppnzmi,-,-,F0000735.001018.2.31
jedi,Sozer,Sozmi,-,-,Sozer,Sozmi,-,-,F0000735.001018.2.32
lipjoške,Sozmi,Somei,lipjoška,lipjoške,Sozmi,,lipjoška,,F0000735.001018.2.37
podplataste,Ppnzmi,Somei,podplatast,podplataste,Ppnzmi,,podplatast,,F0000735.001018.2.41
mantije,Sozmi,Nj,mantija,mantije,Sozmi,,mantija,,F0000735.001018.2.47
nekakšne,Zn-zmi,Zn-mmt,-,-,,Zn-mmt,-,-,F0000735.001018.2.49
polnjene,Pdnzmi,Pdnmmt,-,-,,Pdnmmt,-,-,F0000735.001018.2.53
polležečem,Pdnmem,Ppnmem,-,-,Pdnmem,,-,-,F0000735.001018.2.6
odlično,Ppnzet,Rsn,odličen,odlično,Ppnzet,,odličen,,F0000735.001018.2.62
Madeira,Slmei,Slzei,-,-,,Slzei,-,-,F0000740.000894.1.1
EKSTRA,Ppnzei,Ppnmeid,-,-,,Ppnmeid,-,-,F0000743.000878.1.1
KONEC,Somei,Dr,-,-,Somei,,-,-,F0000747.000853.1.1
namenjena,Pdnsmi,Pdnzei,-,-,Pdnsmi,,-,-,F0000764.000317.3.10
podjetja,Soser,Sosmt,-,-,,Sosmt,-,-,F0000764.000317.3.19
Drobež,Ppnzei,Slmei,drobež,Drobež,,Slmei,,Drobež,F0000764.000317.3.28
MacGyver,-,-,Macgyver,MacGyver,-,-,,MacGyver,F0000771.001594.1.106
MacGyver,-,-,Macgyver,MacGyver,-,-,,MacGyver,F0000771.001594.1.19
Oprah,Slzei,Nj,-,-,Slzei,,-,-,F0000771.001594.1.24
show,Somei,Nj,-,-,,Nj,-,-,F0000771.001594.1.25
Cooperjeva,-,-,Cooperjev,cooperjev,-,-,Cooperjev,,F0000771.001594.1.59
Bel,Ppnmein,Slmei,bel,Bel,,Slmei,,Bel,F0000771.001594.1.71
Aira,Slmer,Slmei,Air,Aira,Slmer,,Air,,F0000771.001594.1.72
zaliv,Sometn,Somei,-,-,,Somei,-,-,F0000771.001594.1.76
Oprah,Slzei,Slzmm,-,-,Slzei,,-,-,F0000771.001594.1.88
Svilene,Ppnzer,Ppnzmi,-,-,,Ppnzmi,-,-,F0000771.001594.1.95
sence,Sozer,Sozmi,-,-,,Sozmi,-,-,F0000771.001594.1.96
REVOZU,-,-,REVOZ,Revoz,-,-,,Revoz,F0000771.005396.1.2
OBLAGANJE,Soset,Sosei,-,-,,Sosei,-,-,F0000792.004216.1.1
TEMPERATURE,Sozer,Sozmi,-,-,,Sozmi,-,-,F0000792.006682.1.1
KVIAZ-a,Somei,Slmer,kviaz,KVIAZ,,Slmer,,KVIAZ,F0000799.002275.1.7
sicer,L,Vp,-,-,,Vp,-,-,F0000799.003126.5.12
ovire,Sozmt,Sozer,-,-,,Sozer,-,-,F0000799.003126.5.32
Č,-,-,Č,č,-,-,Č,,F0000831.000336.2.1
D.,-,-,D.,d.,-,-,D.,,F0000831.000336.2.2
Southwestovega,-,-,Southwestov,southwestov,-,-,Southwestov,,F0000863.000673.5.17
te,Zk-zer,Zk-zmt,-,-,Zk-zer,Zk-zmt,-,-,F0000881.000393.6.2
riči,Sozdi,Nj,riča,riči,Sozdi,Nj,riča,riči,F0000881.000393.6.3
sta,Gp-std-n,Nj,biti,sta,Gp-std-n,,biti,,F0000881.000393.6.4
laloki,Ppnmmi,Nj,lalok,laloki,Ppnmmi,Nj,lalok,laloki,F0000881.000393.6.5
préminoli,Sozem,Nj,préminola,préminoli,Sozem,Nj,préminola,préminoli,F0000881.000393.6.6
FC9178,Slmei,Kag,FC9178,fc9178,Slmei,Kag,,fc9178,F0000891.005479.3.10
dražji,Pppmeid,Pppmmi,-,-,Pppmeid,,-,-,F0000891.005479.3.17
kakovostni,Ppnmetd,Ppnmeid,-,-,,Ppnmeid,-,-,F0000891.005479.3.8
zvonek,Ppnmein,Ppnmetn,-,-,Ppnmein,,-,-,F0000893.000499.1.11
njene,Zstzerez,Zstzmiez,-,-,,Zstzmiez,-,-,F0000893.000499.1.14
sam,Ppnmein,Ppnmetn,-,-,,Ppnmetn,-,-,F0000903.001187.1.14
Mira,Slmer,Slmetd,Miro,Mir,,Slmetd,Miro,,F0000945.000094.2.23
Petka,Somer,Slmetd,petek,Petek,,Slmetd,,Petek,F0000945.000094.2.24
Salix,N,Nj,salix,Salix,,Nj,,Salix,F0001024.000436.1.12
caprea,N,Nj,-,-,,Nj,-,-,F0001024.000436.1.13
Kilmarnock,Somei,Slmei,kilmarnock,Kilmarnock,,Slmei,,Kilmarnock,F0001024.000436.1.15
vodje,Sozer,Somer,-,-,,Somer,-,-,F0001043.000039.9.10
ljubljanskih,Ppnzmm,Ppnsmm,-,-,Ppnzmm,,-,-,F0001043.000039.9.30
manjšim,Pppmeo,Pppmmd,-,-,Pppmeo,Pppmmd,-,-,F0001046.000140.2.4
materialnem,Ppnmem,Ppnsem,-,-,Ppnmem,,-,-,F0001046.000156.4.20
vama,Zod-dd,Rsn,ti,vama,Zod-dd,,ti,,F0001063.000414.1.22
vajinem,Zsdmemd,Ppnsem,-,-,Zsdmemd,,-,-,F0001063.000414.1.51
I,Krg,Nj,I,i,Krg,Nj,I,i,F0001063.000414.1.61
make,Sozer,Nj,maka,make,,Nj,,make,F0001063.000414.1.62
myself,Slmei,Nj,-,-,,Nj,-,-,F0001063.000414.1.63
clear,Slmei,Nj,-,-,,Nj,-,-,F0001063.000414.1.64
OFFICINALIS,N,Slmei,officinalis,OFFICINALIS,N,,officinalis,,F0001076.006511.1.4
L,-,-,L,l,-,-,L,,F0001076.006511.1.6
ljubezen,Sozei,Sozet,-,-,,Sozet,-,-,F0001081.001080.9.25
osamljenost,Sozei,Sozet,-,-,,Sozet,-,-,F0001081.001080.9.27
spoznala,Ggvd-dm,Ggvd-ez,-,-,,Ggvd-ez,-,-,F0001099.000077.6.10
Ali,Vp,Rsn,-,-,,Rsn,-,-,F0001099.000077.6.5
trgovski,Ppnmetd,Ppnmeid,-,-,,Ppnmeid,-,-,F0001099.000230.7.14
šest,Kbg-mt,Kbg-mi,-,-,Kbg-mt,,-,-,F0001099.000230.7.21
tako,Rsn,Vp,-,-,Rsn,,-,-,F0001099.000230.7.28
presenetljivo,Rsn,Ppnsei,presenetljivo,presenetljiv,,Ppnsei,,presenetljiv,F0001099.000230.7.29
veliko,Rsn,Ppnsei,veliko,velik,,Ppnsei,,velik,F0001099.000230.7.44
ducat,Somei,Sometn,-,-,Somei,,-,-,F0001099.000230.7.53
Vzameta,Ggdsdd,Ggdstd,-,-,,Ggdstd,-,-,F0001223.000430.5.1
zavese,Sozer,Sozmt,-,-,,Sozmt,-,-,F0001234.000135.1.4
ZPM,Slmer,Slmei,-,-,,Slmei,-,-,F0001266.001748.1.1
gospodarstvo,Sosei,Soset,-,-,,Soset,-,-,F0001266.001748.1.10
druge,Kbzzmt,Kbzmmt,-,-,,Kbzmmt,-,-,F0001266.001748.1.12
projektno,Ppnsei,Rsn,projekten,projektno,,Rsn,,projektno,F0001266.001748.1.15
slovensko,Ppnsei,Ppnset,-,-,,Ppnset,-,-,F0001266.001748.1.9
raven,Sozet,Sozei,-,-,Sozet,,-,-,F0001286.000012.3.14
Sic,Somei,Slmei,sic,Sic,Somei,,sic,,F0001286.000012.3.33
Slovence,-,-,Slovenec,Slovenc,-,-,Slovenec,,F0001286.000012.3.41
Pentagon,Somei,Slmei,pentagon,Pentagon,,Slmei,,Pentagon,F0001286.000076.7.1
na,Dt,Dm,-,-,,Dm,-,-,F0001286.000076.7.10
Audija,Somer,Slmer,audi,Audi,,Slmer,,Audi,F0001288.000156.2.10
Volkswagnu,Somed,Slmed,volkswagen,Volkswagen,,Slmed,,Volkswagen,F0001288.000156.2.13
DKW-ja,Somer,Slmer,dkw,DKW,,Slmer,,DKW,F0001288.000156.2.6
podrobnosti,Sozer,Sozmr,-,-,,Sozmr,-,-,F0001323.005080.1.2
v,Dt,Dm,-,-,,Dm,-,-,F0001323.006044.1.12
NLB,Slzer,Slzem,-,-,,Slzem,-,-,F0001323.006044.1.13
reviziji,Sozem,Sozed,-,-,Sozem,Sozed,-,-,F0001323.006044.1.22
katerima,Zv-mdo,Zv-zdo,-,-,,Zv-zdo,-,-,F0001323.006044.1.29
točke,Sozer,Sozmt,-,-,Sozer,,-,-,F0001323.010848.2.13
NLB,Slzer,Slzem,-,-,,Slzem,-,-,F0001323.010848.2.6
plod,Somei,Sometn,-,-,Somei,,-,-,F0001323.013734.2.19
možnosti,Sozer,Sozmr,-,-,Sozer,,-,-,F0001323.024795.2.14
Telekom,Somei,Slmei,telekom,Telekom,,Slmei,,Telekom,F0001323.032767.6.12
Srpske,Rsn,Slmei,srpske,Srpske,,Slmei,,Srpske,F0001323.032767.6.13
največjim,Ppsmmd,Ppnmeo,-,-,Ppsmmd,Ppnmeo,-,-,F0001323.032767.6.18
banki,Sozem,Sozed,-,-,,Sozed,-,-,F0001323.032767.6.7
pod,Do,Dt,-,-,Do,,-,-,F0001323.033253.3.10
Te,Zod-et--k,Zk-zmi,ti,ta,,Zk-zmi,,ta,F0001323.048343.3.1
Seoneta,Somer,Slmer,seonet,Seone,,Slmer,seonet,Seone,F0001323.048343.3.29
zaposlenih,Pdnmmr,Pdnzmr,-,-,Pdnmmr,,-,-,F0001323.051888.1.27
dobrimi,Ppnzmo,Ppnmmo,-,-,,Ppnmmo,-,-,F0001323.056034.4.22
Obalo,Sozet,Slzet,obala,Obala,,Slzet,,Obala,F0001323.057911.1.15
Vlačiča,Somer,Slmer,vlačič,Vlačič,Somer,Slmer,,Vlačič,F0001323.057911.1.5
Lisac,Slmei,Slmer,Lisac,Lisa,Slmei,Slmer,Lisac,,F0001323.060632.1.10
Josipa,Slmetd,Slmer,-,-,Slmetd,Slmer,-,-,F0001323.060632.1.9
Arbi,Slmei,Slzem,Arbi,Arba,,Slzem,,Arba,F0001333.001444.1.27
čestitke,Sozer,Sozmi,-,-,,Sozmi,-,-,F0001333.001444.1.34
Maretom,-,-,Mare,Maret,-,-,Mare,,F0001333.001444.1.36
v,Dt,Dm,-,-,Dt,,-,-,F0001333.001444.1.38
Videostrani,Sozem,Slmei,videostran,Videostrani,Sozem,Slmei,videostran,Videostrani,F0001333.001444.1.49
Slednji,Ppnmmi,Ppnmeid,-,-,,Ppnmeid,-,-,F0001334.001096.4.1
MTV,Slmei,Slmer,MTV,MT,,Slmer,MTV,,F0001334.001096.4.26
Premiera,Somer,Sozei,premier,premiera,,Sozei,,premiera,F0001350.000055.1.1
Lascha,Slmer,Slmei,Lasch,Lascha,Slmer,,Lasch,,F0001387.002153.2.10
Steber,Somei,Slmei,steber,Steber,Somei,,steber,,F0001444.000371.1.13
čudni,Ppnmmi,Ppnzem,-,-,,Ppnzem,-,-,F0001444.000371.1.28
vrednosti,Sozmi,Sozed,-,-,,Sozed,-,-,F0001444.000371.1.32
nekaterih,Zn-zmr,Zn-smr,-,-,Zn-zmr,Zn-smr,-,-,F0001444.000371.1.33
tisti,Zk-zem,Zk-mmi,-,-,Zk-zem,,-,-,F0001447.000351.6.10
presneti,Ppnzem,Ppnmmi,-,-,Ppnzem,,-,-,F0001447.000351.6.11
strmi,Ppnmmi,Ppnzem,-,-,,Ppnzem,-,-,F0001447.000351.6.14
kakšen,Zv-mei,Zv-met,-,-,,Zv-met,-,-,F0001447.000976.1.10
kakšnih,Zv-mmr,Zv-zmm,-,-,,Zv-zmm,-,-,F0001447.000976.1.26
Sito,Ppnsei,Sosei,sit,sito,,Sosei,,sito,F0001447.001315.9.11
naš,Zspmetm,Zspmeim,-,-,,Zspmeim,-,-,F0001447.001315.9.5
Dolenc,Slmei,Slzeo,-,-,,Slzeo,-,-,F0001460.000076.5.18
Berce,Slmei,Slzei,-,-,,Slzei,-,-,F0001460.000076.5.28
Pretty,Slmetn,Slmei,-,-,Slmetn,Slmei,-,-,F0001460.000076.5.30
Lady,Sozer,Slmei,lady,Lady,Sozer,Slmei,,Lady,F0001460.000076.5.31
Jureš,Slmei,Slzei,-,-,,Slzei,-,-,F0001460.000076.5.34
Zamrznjene,Pdnzer,Pdnzmi,-,-,,Pdnzmi,-,-,F0001462.007580.1.1
jedi,Sozer,Sozmi,-,-,,Sozmi,-,-,F0001462.007580.1.2
VITKA,Slzei,Ppnzei,VITKA,vitek,,Ppnzei,,vitek,F0001462.012789.1.2
dlačice,Sozer,Sozmi,-,-,,Sozmi,-,-,F0001462.016081.1.2
poletno,Rsn,Ppnset,poletno,poleten,,Ppnset,,poleten,F0001462.023566.2.2
neodgovorno,Rsn,Ppnsei,neodgovorno,neodgovoren,,Ppnsei,,neodgovoren,F0001491.000479.2.10
nasilno,Rsn,Ppnzet,nasilno,nasilen,,Ppnzet,,nasilen,F0001491.000479.2.12
vse,Zc-set,Zc-mmt,-,-,,Zc-mmt,-,-,F0001496.001029.1.23
jugoslovanske,Ppnzer,Ppnzmt,-,-,Ppnzer,,-,-,F0001496.001029.1.27
lige,Sozer,Sozmt,-,-,Sozer,,-,-,F0001496.001029.1.28
